UNITID,Level of Student,Grand Total,Grand Total Men,Grand Total Women
229179,2,12255,1543,10712
229179,4,6820,766,6054
229267,1,2774,1293,1481
229267,2,2540,1199,1341
229267,4,234,94,140
229300,1,6553,1959,4594
229300,2,1018,151,867
229300,4,5535,1808,3727
229337,1,7315,1879,5436
229337,2,2685,450,2235
229337,4,4630,1429,3201
229355,1,16477,6331,10146
229355,2,16477,6331,10146
229416,1,1891,1820,71
229416,2,1891,1820,71
229425,1,296,8,288
229425,2,296,8,288
229504,1,4017,1419,2598
229504,2,4017,1419,2598
229522,1,137,18,119
229522,2,137,18,119
229540,1,4988,1622,3366
229540,2,4988,1622,3366
229656,1,490,24,466
229656,2,490,24,466
229780,1,6603,3255,3348
229780,2,4877,2426,2451
229780,4,1726,829,897
229799,1,6994,2616,4378
229799,2,6994,2616,4378
229814,1,11875,5020,6855
229814,2,8462,3534,4928
229814,4,3413,1486,1927
229832,1,4917,2527,2390
229832,2,4917,2527,2390
229841,1,9699,4131,5568
229841,2,9699,4131,5568
229887,1,1120,494,626
229887,2,1120,494,626
229957,1,52,5,47
229957,2,52,5,47
230010,1,2358,1310,1048
230010,2,2358,1310,1048
230038,1,39233,19769,19464
230038,2,35951,17862,18089
230038,4,3282,1907,1375
230047,1,3875,1526,2349
230047,2,3875,1526,2349
230056,1,134,14,120
230056,2,134,14,120
230065,1,306,4,302
230065,2,306,4,302
230144,1,41,1,40
230144,2,41,1,40
230162,1,5791,3517,2274
230162,2,5791,3517,2274
230171,1,12263,5278,6985
230171,2,12236,5259,6977
230171,4,27,19,8
230199,1,83,3,80
230199,2,83,3,80
230205,1,65,9,56
230205,2,65,9,56
230214,1,420,67,353
230214,2,420,67,353
230366,1,461,57,404
230366,2,458,57,401
230366,4,3,0,3
230418,1,2760,1488,1272
230418,2,2760,1488,1272
230490,1,3837,2151,1686
230490,2,3837,2151,1686
230597,1,6368,2940,3428
230597,2,6368,2940,3428
230603,1,14369,5565,8804
230603,2,13067,4994,8073
230603,4,1302,571,731
230621,1,273,73,200
230621,2,273,73,200
230630,1,157,87,70
230630,2,157,87,70
230676,1,1895,1269,626
230676,2,1895,1269,626
230728,1,32963,14937,18026
230728,2,28949,13218,15731
230728,4,4014,1719,2295
230737,1,45080,23964,21116
230737,2,44361,23548,20813
230737,4,719,416,303
230746,1,41007,19262,21745
230746,2,41007,19262,21745
230764,1,38652,20142,18510
230764,2,29554,15282,14272
230764,4,9098,4860,4238
230782,1,36043,16082,19961
230782,2,35039,15621,19418
230782,4,1004,461,543
230807,1,2788,1112,1676
230807,2,2195,864,1331
230807,4,593,248,345
230816,1,886,307,579
230816,2,783,279,504
230816,4,103,28,75
230834,1,3418,1286,2132
230834,2,2165,999,1166
230834,4,1253,287,966
230852,1,6060,3408,2652
230852,2,4925,2878,2047
230852,4,1135,530,605
230861,1,9567,3144,6423
230861,2,9567,3144,6423
230889,1,480,129,351
230889,2,200,52,148
230889,4,280,77,203
230913,1,3124,1258,1866
230913,2,2623,1161,1462
230913,4,501,97,404
230940,1,258,104,154
230940,2,258,104,154
230959,1,4751,2075,2676
230959,2,3931,1804,2127
230959,4,820,271,549
230977,1,124,68,56
230977,2,124,68,56
230995,1,4880,3703,1177
230995,2,3693,2877,816
230995,4,1187,826,361
231004,1,112,7,105
231004,2,112,7,105
231059,1,2870,1056,1814
231059,2,1927,876,1051
231059,4,943,180,763
231068,1,243,79,164
231068,4,243,79,164
231095,1,225,119,106
231095,2,225,119,106
231147,1,780,313,467
231147,4,780,313,467
231165,1,2119,1096,1023
231165,2,2110,1089,1021
231165,4,9,7,2
231174,1,15698,6387,9311
231174,2,13253,5440,7813
231174,4,2445,947,1498
231280,1,145,10,135
231280,2,145,10,135
231411,1,692,644,48
231411,2,692,644,48
231420,1,999,578,421
231420,2,999,578,421
231536,1,5603,2234,3369
231536,2,5603,2234,3369
231554,1,1426,647,779
231554,2,1176,564,612
231554,4,250,83,167
231581,1,1922,858,1064
231581,2,1876,842,1034
231581,4,46,16,30
231624,1,9765,4294,5471
231624,2,6825,2883,3942
231624,4,2940,1411,1529
231651,1,12748,4847,7901
231651,2,5409,2107,3302
231651,4,7339,2740,4599
231688,1,28,3,25
231688,2,28,3,25
231697,1,5491,2449,3042
231697,2,5491,2449,3042
231712,1,5117,2260,2857
231712,2,4948,2206,2742
231712,4,169,54,115
231721,1,29,2,27
231721,2,29,2,27
231785,1,2458,428,2030
231785,2,2458,428,2030
231837,1,1258,251,1007
231837,2,888,177,711
231837,4,370,74,296
231873,1,1387,522,865
231873,2,1387,522,865
231882,1,3999,1739,2260
231882,2,3999,1739,2260
231970,1,1436,576,860
231970,4,1436,576,860
232016,1,265,59,206
232016,2,265,59,206
232025,1,1340,584,756
232025,2,1033,492,541
232025,4,307,92,215
232043,1,1866,594,1272
232043,2,1202,430,772
232043,4,664,164,500
232052,1,818,323,495
232052,2,818,323,495
232089,1,1155,646,509
232089,2,1155,646,509
232186,1,48678,22441,26237
232186,2,34722,16942,17780
232186,4,13956,5499,8457
232195,1,9583,3778,5805
232195,2,9583,3778,5805
232256,1,1090,1088,2
232256,2,1090,1088,2
232265,1,4802,1638,3164
232265,2,4097,1434,2663
232265,4,705,204,501
232308,1,948,67,881
232308,2,704,6,698
232308,4,244,61,183
232414,1,13001,5169,7832
232414,2,13001,5169,7832
232423,1,24152,10011,14141
232423,2,21829,9302,12527
232423,4,2323,709,1614
232450,1,14022,5898,8124
232450,2,14022,5898,8124
232557,1,111084,45984,65100
232557,2,60751,25979,34772
232557,4,50333,20005,30328
232566,1,5864,1734,4130
232566,2,5124,1636,3488
232566,4,740,98,642
232575,1,9054,3452,5602
232575,2,9054,3452,5602
232609,1,3477,1292,2185
232609,2,2196,852,1344
232609,4,1281,440,841
232618,1,435,30,405
232618,2,435,30,405
232672,1,2253,342,1911
232672,2,1452,210,1242
232672,4,801,132,669
232681,1,5171,1839,3332
232681,2,4752,1714,3038
232681,4,419,125,294
232706,1,4055,1337,2718
232706,2,2666,954,1712
232706,4,1389,383,1006
232724,1,37,4,33
232724,2,37,4,33
232788,1,3414,1364,2050
232788,2,3414,1364,2050
232797,1,2394,312,2082
232797,2,2308,275,2033
232797,4,86,37,49
232867,1,6192,3157,3035
232867,2,6192,3157,3035
232885,1,504,45,459
232885,2,486,44,442
232885,4,18,1,17
232919,1,1006,923,83
232919,2,1006,923,83
232937,1,5806,2021,3785
232937,2,5185,1812,3373
232937,4,621,209,412
232946,1,73642,35505,38137
232946,2,73642,35505,38137
232982,1,28046,12211,15835
232982,2,21854,9748,12106
232982,4,6192,2463,3729
233019,1,2932,1129,1803
233019,2,2932,1129,1803
233037,1,1784,636,1148
233037,2,1784,636,1148
233082,1,166,10,156
233082,2,166,10,156
233116,1,7178,3047,4131
233116,2,7178,3047,4131
233277,1,11085,4062,7023
233277,2,8365,3656,4709
233277,4,2720,406,2314
233286,1,152,24,128
233286,2,152,24,128
233295,1,1521,716,805
233295,2,1521,716,805
233301,1,655,244,411
233301,2,620,229,391
233301,4,35,15,20
233310,1,4041,1398,2643
233310,2,4041,1398,2643
233329,1,502,55,447
233329,2,502,55,447
233338,1,2746,1126,1620
233338,2,2746,1126,1620
233356,1,546,41,505
233356,2,546,41,505
233374,1,4602,2048,2554
233374,2,3752,1731,2021
233374,4,850,317,533
233408,1,413,34,379
233408,2,413,34,379
233426,1,2103,887,1216
233426,2,2103,887,1216
233480,1,31,5,26
233480,2,31,5,26
233541,1,4879,1551,3328
233541,2,2590,968,1622
233541,4,2289,583,1706
233602,1,73,39,34
233602,2,73,39,34
233611,1,1146,555,591
233611,2,1146,555,591
233639,1,4475,1604,2871
233639,2,4475,1604,2871
233648,1,3056,1095,1961
233648,2,3056,1095,1961
233666,1,37,2,35
233666,2,37,2,35
233684,1,8601,3140,5461
233684,2,6461,2327,4134
233684,4,2140,813,1327
233718,1,371,11,360
233718,2,370,11,359
233718,4,1,0,1
233754,1,11588,4702,6886
233754,2,11588,4702,6886
233772,1,31098,12631,18467
233772,2,31098,12631,18467
233842,1,164,63,101
233842,4,164,63,101
233897,1,3376,1143,2233
233897,2,3376,1143,2233
233903,1,3038,1219,1819
233903,2,3038,1219,1819
233921,1,36882,21086,15796
233921,2,28939,16567,12372
233921,4,7943,4519,3424
233949,1,9384,4334,5050
233949,2,9384,4334,5050
234030,1,33462,13223,20239
234030,2,25706,10331,15375
234030,4,7756,2892,4864
234076,1,28593,13410,15183
234076,2,18983,8874,10109
234076,4,9610,4536,5074
234085,1,1738,1511,227
234085,2,1738,1511,227
234119,1,59,27,32
234119,2,59,27,32
234137,1,318,202,116
234137,2,247,166,81
234137,4,71,36,35
234155,1,4836,2063,2773
234155,2,4361,1864,2497
234155,4,475,199,276
234164,1,1707,790,917
234164,2,1294,585,709
234164,4,413,205,208
234173,1,1664,669,995
234173,2,1535,620,915
234173,4,129,49,80
234207,1,2243,1139,1104
234207,2,1848,932,916
234207,4,395,207,188
234377,1,3355,1276,2079
234377,2,3355,1276,2079
234669,1,19966,8835,11131
234669,2,19966,8835,11131
234696,1,3378,1561,1817
234696,2,3378,1561,1817
234711,1,3242,1653,1589
234711,2,3242,1653,1589
234827,1,17678,8247,9431
234827,2,16355,7696,8659
234827,4,1323,551,772
234845,1,4753,1739,3014
234845,2,4753,1739,3014
234915,1,3177,1342,1835
234915,2,1346,638,708
234915,4,1831,704,1127
234924,1,409,50,359
234924,2,409,50,359
234933,1,13848,5911,7937
234933,2,13848,5911,7937
234951,1,6001,2186,3815
234951,2,6001,2186,3815
234979,1,9640,4466,5174
234979,2,9640,4466,5174
235024,1,654,217,437
235024,2,654,217,437
235088,1,425,413,12
235088,2,425,413,12
235097,1,15961,7046,8915
235097,2,13910,6437,7473
235097,4,2051,609,1442
235103,1,12680,6058,6622
235103,2,12680,6058,6622
235149,1,14441,6480,7961
235149,2,14441,6480,7961
235158,1,197,39,158
235158,2,197,39,158
235167,1,4036,1648,2388
235167,2,3688,1537,2151
235167,4,348,111,237
235237,1,10808,4174,6634
235237,2,10808,4174,6634
235307,1,217,10,207
235307,2,217,10,207
235316,1,8474,3621,4853
235316,2,5495,2593,2902
235316,4,2979,1028,1951
235334,1,2726,1297,1429
235334,2,2726,1297,1429
235343,1,12091,6145,5946
235343,2,12091,6145,5946
235352,1,67,6,61
235352,2,67,6,61
235422,1,1251,345,906
235422,2,950,254,696
235422,4,301,91,210
235431,1,9859,4009,5850
235431,2,9859,4009,5850
235501,1,610,274,336
235501,2,610,274,336
235547,1,1183,190,993
235547,2,173,35,138
235547,4,1010,155,855
235583,1,188,9,179
235583,2,188,9,179
235671,1,6886,4016,2870
235671,2,6886,4016,2870
235699,1,5112,2031,3081
235699,2,5112,2031,3081
235750,1,4058,1253,2805
235750,2,4058,1253,2805
236018,1,164,32,132
236018,2,164,32,132
236072,1,9461,3895,5566
236072,2,9461,3895,5566
236133,1,1457,512,945
236133,2,1058,362,696
236133,4,399,150,249
236188,1,9815,4681,5134
236188,2,9815,4681,5134
236212,1,1302,1069,233
236212,2,1302,1069,233
236230,1,3332,1164,2168
236230,2,2814,1018,1796
236230,4,518,146,372
236258,1,2866,1369,1497
236258,2,2866,1369,1497
236328,1,2719,1039,1680
236328,2,2408,967,1441
236328,4,311,72,239
236382,1,6190,4160,2030
236382,2,6190,4160,2030
236452,1,1893,988,905
236452,2,1569,859,710
236452,4,324,129,195
236504,1,9610,6274,3336
236504,2,9610,6274,3336
236513,1,11552,4910,6642
236513,2,11552,4910,6642
236577,1,4071,1324,2747
236577,2,3098,1051,2047
236577,4,973,273,700
236595,1,8254,3109,5145
236595,2,5205,2035,3170
236595,4,3049,1074,1975
236610,1,8899,3837,5062
236610,2,8899,3837,5062
236638,1,7734,3698,4036
236638,2,7734,3698,4036
236656,1,7277,2995,4282
236656,2,7277,2995,4282
236692,1,16864,7319,9545
236692,2,16864,7319,9545
236708,1,7256,3039,4217
236708,2,7256,3039,4217
236744,1,105,5,100
236744,2,105,5,100
236753,1,9323,3323,6000
236753,2,9323,3323,6000
236887,1,5970,3221,2749
236887,2,5970,3221,2749
236896,1,2137,961,1176
236896,2,1861,901,960
236896,4,276,60,216
236939,1,35149,16598,18551
236939,2,28966,13627,15339
236939,4,6183,2971,3212
236948,1,56315,25993,30322
236948,2,39443,18176,21267
236948,4,16872,7817,9055
236975,1,5302,2077,3225
236975,2,5302,2077,3225
237011,1,17966,7716,10250
237011,2,16762,7268,9494
237011,4,1204,448,756
237039,1,5784,2519,3265
237039,2,5784,2519,3265
237057,1,1605,687,918
237057,2,1605,687,918
237066,1,2984,1136,1848
237066,2,2411,961,1450
237066,4,573,175,398
237109,1,6247,2208,4039
237109,2,6247,2208,4039
237118,1,1055,540,515
237118,2,910,493,417
237118,4,145,47,98
237127,1,32,0,32
237127,2,32,0,32
237136,1,323,200,123
237136,2,305,184,121
237136,4,18,16,2
237145,1,36,4,32
237145,2,36,4,32
237172,1,46,41,5
237172,2,46,41,5
237181,1,614,362,252
237181,2,588,350,238
237181,4,26,12,14
237215,1,1456,513,943
237215,2,1456,513,943
237242,1,117,87,30
237242,2,117,87,30
237303,1,134,25,109
237303,2,134,25,109
237312,1,3579,2070,1509
237312,2,2577,1468,1109
237312,4,1002,602,400
237321,1,98,9,89
237321,2,98,9,89
237330,1,2505,883,1622
237330,2,1955,789,1166
237330,4,550,94,456
237358,1,920,357,563
237358,2,920,357,563
237367,1,4199,1778,2421
237367,2,3911,1684,2227
237367,4,288,94,194
237385,1,1833,1021,812
237385,2,1833,1021,812
237437,1,499,136,363
237437,2,499,136,363
237473,1,147,96,51
237473,2,147,96,51
237491,1,36,7,29
237491,2,36,7,29
237525,1,16452,6543,9909
237525,2,11195,4768,6427
237525,4,5257,1775,3482
237543,1,95,22,73
237543,2,95,22,73
237552,1,94,18,76
237552,2,94,18,76
237561,1,95,22,73
237561,2,95,22,73
237570,1,130,9,121
237570,2,130,9,121
237598,1,41,8,33
237598,2,41,8,33
237640,1,521,264,257
237640,2,493,246,247
237640,4,28,18,10
237686,1,3042,1150,1892
237686,2,3042,1150,1892
237701,1,1586,670,916
237701,2,1586,670,916
237729,1,215,68,147
237729,2,215,68,147
237783,1,1473,623,850
237783,2,1123,474,649
237783,4,350,149,201
237792,1,4523,1859,2664
237792,2,3797,1672,2125
237792,4,726,187,539
237817,1,1745,614,1131
237817,2,1745,614,1131
237844,1,153,118,35
237844,2,153,118,35
237880,1,841,430,411
237880,4,841,430,411
237899,1,4745,1919,2826
237899,2,4573,1856,2717
237899,4,172,63,109
237905,1,56,7,49
237905,2,49,7,42
237905,4,7,0,7
237932,1,2769,1005,1764
237932,2,2382,869,1513
237932,4,387,136,251
237950,1,2350,1074,1276
237950,2,2350,1074,1276
237969,1,1366,593,773
237969,2,1213,549,664
237969,4,153,44,109
237987,1,201,38,163
237987,2,201,38,163
237996,1,857,138,719
237996,2,857,138,719
238005,1,82,10,72
238005,2,82,10,72
238014,1,2352,808,1544
238014,2,2352,808,1544
238032,1,30438,15145,15293
238032,2,23427,12077,11350
238032,4,7011,3068,3943
238078,1,1362,633,729
238078,2,957,499,458
238078,4,405,134,271
238096,1,43,2,41
238096,2,43,2,41
238175,1,179,2,177
238175,2,179,2,177
238193,1,2003,64,1939
238193,2,1288,8,1280
238193,4,715,56,659
238263,1,21816,9801,12015
238263,2,21744,9780,11964
238263,4,72,21,51
238324,1,808,163,645
238324,2,641,86,555
238324,4,167,77,90
238333,1,1379,618,761
238333,2,1379,618,761
238397,1,2715,997,1718
238397,2,2715,997,1718
238430,1,2643,792,1851
238430,2,1665,486,1179
238430,4,978,306,672
238458,1,3678,1236,2442
238458,2,3022,1037,1985
238458,4,656,199,457
238476,1,3025,1339,1686
238476,2,2887,1273,1614
238476,4,138,66,72
238573,1,145,18,127
238573,2,139,17,122
238573,4,6,1,5
238616,1,7397,2298,5099
238616,2,3778,1313,2465
238616,4,3619,985,2634
238661,1,2496,684,1812
238661,2,1599,440,1159
238661,4,897,244,653
238722,1,18329,10199,8130
238722,2,18329,10199,8130
238759,1,14642,6912,7730
238759,2,14642,6912,7730
238810,1,70,5,65
238810,2,70,5,65
238980,1,3098,1170,1928
238980,2,2221,922,1299
238980,4,877,248,629
239008,1,3596,1601,1995
239008,2,3596,1601,1995
239017,1,1474,687,787
239017,2,1474,687,787
239071,1,1434,696,738
239071,2,1039,467,572
239071,4,395,229,166
239080,1,2082,601,1481
239080,2,1615,507,1108
239080,4,467,94,373
239105,1,12285,5561,6724
239105,2,8666,4026,4640
239105,4,3619,1535,2084
239169,1,1579,797,782
239169,4,1579,797,782
239220,1,3530,1464,2066
239220,2,3530,1464,2066
239248,1,23203,9834,13369
239248,2,23203,9834,13369
239309,1,768,236,532
239309,2,768,236,532
239318,1,2973,2166,807
239318,2,2691,1990,701
239318,4,282,176,106
239372,1,7405,3661,3744
239372,2,7405,3661,3744
239390,1,1554,76,1478
239390,2,779,3,776
239390,4,775,73,702
239424,1,76,61,15
239424,4,76,61,15
239442,1,1835,745,1090
239442,2,1835,745,1090
239460,1,9359,4042,5317
239460,2,9359,4042,5317
239488,1,14768,6045,8723
239488,2,14768,6045,8723
239512,1,617,283,334
239512,2,617,283,334
239628,1,823,391,432
239628,2,823,391,432
239637,1,127,104,23
239637,4,127,104,23
239716,1,2302,955,1347
239716,2,2181,902,1279
239716,4,121,53,68
239743,1,534,172,362
239743,2,388,126,262
239743,4,146,46,100
239877,1,64,4,60
239877,2,64,4,60
239910,1,3757,1673,2084
239910,2,3757,1673,2084
240107,1,3559,896,2663
240107,2,1957,517,1440
240107,4,1602,379,1223
240116,1,11932,5708,6224
240116,2,11932,5708,6224
240125,1,11409,5669,5740
240125,2,11409,5669,5740
240170,1,5621,2519,3102
240170,2,5621,2519,3102
240189,1,15155,7375,7780
240189,2,13367,6624,6743
240189,4,1788,751,1037
240198,1,4298,1503,2795
240198,2,4298,1503,2795
240213,1,77,16,61
240213,4,77,16,61
240268,1,12637,4887,7750
240268,2,11803,4513,7290
240268,4,834,374,460
240277,1,10185,3692,6493
240277,2,9744,3521,6223
240277,4,441,171,270
240329,1,11500,4970,6530
240329,2,10395,4568,5827
240329,4,1105,402,703
240338,1,1440,625,815
240338,2,1229,548,681
240338,4,211,77,134
240365,1,19257,7639,11618
240365,2,17584,7095,10489
240365,4,1673,544,1129
240374,1,5031,2345,2686
240374,2,4671,2150,2521
240374,4,360,195,165
240392,1,3948,677,3271
240392,2,3200,565,2635
240392,4,748,112,636
240417,1,10113,5260,4853
240417,2,8454,4745,3709
240417,4,1659,515,1144
240426,1,3181,1172,2009
240426,2,2749,1035,1714
240426,4,432,137,295
240444,1,47392,23115,24277
240444,2,34640,16899,17741
240444,4,12752,6216,6536
240453,1,31363,14311,17052
240453,2,25899,12176,13723
240453,4,5464,2135,3329
240462,1,10133,6240,3893
240462,2,8984,5610,3374
240462,4,1149,630,519
240471,1,6847,2529,4318
240471,2,6262,2341,3921
240471,4,585,188,397
240480,1,10201,4634,5567
240480,2,9730,4513,5217
240480,4,471,121,350
240505,1,5123,2071,3052
240505,2,5123,2071,3052
240514,1,2515,1025,1490
240514,2,2515,1025,1490
240596,1,2172,955,1217
240596,2,2172,955,1217
240620,1,5920,2413,3507
240620,2,5920,2413,3507
240657,1,1948,787,1161
240657,2,1948,787,1161
240666,1,6375,3804,2571
240666,2,6375,3804,2571
240693,1,4888,2535,2353
240693,2,4888,2535,2353
240709,1,52,5,47
240709,2,52,5,47
240718,1,43,38,5
240718,2,43,38,5
240727,1,13926,6708,7218
240727,2,11076,5389,5687
240727,4,2850,1319,1531
240736,1,1499,454,1045
240736,2,1499,454,1045
240745,1,2599,1166,1433
240745,2,2599,1166,1433
240754,1,4297,1814,2483
240754,2,3863,1672,2191
240754,4,434,142,292
240790,1,1395,525,870
240790,2,1395,525,870
240879,1,618,160,458
240879,2,618,160,458
240985,1,206,58,148
240985,2,206,58,148
241100,1,550,264,286
241100,2,495,249,246
241100,4,55,15,40
241128,1,714,321,393
241128,2,674,313,361
241128,4,40,8,32
241146,1,676,217,459
241146,2,676,217,459
241182,1,578,120,458
241182,2,578,120,458
241191,1,1430,556,874
241191,2,1306,507,799
241191,4,124,49,75
241216,1,1941,1362,579
241216,2,1786,1269,517
241216,4,155,93,62
241225,1,1621,548,1073
241225,2,1324,458,866
241225,4,297,90,207
241304,1,1461,599,862
241304,2,1271,550,721
241304,4,190,49,141
241331,1,2108,370,1738
241331,2,593,92,501
241331,4,1515,278,1237
241377,1,1742,700,1042
