,UNITID,Grand Total,Grand Total Men ,Grand Total Women 
4547,439969,84,22,62
4548,439996,76,25,51
4549,440004,22,6,16
4550,440031,314,132,182
4551,440059,285,266,19
4552,440101,60,4,56
4553,440217,18,0,18
4554,440226,42,2,40
4555,440262,187,180,7
4556,440271,15,12,3
4557,440396,33,15,18
4558,440402,801,467,334
4559,440411,28,11,17
4560,440651,292,69,223
4561,440730,469,197,272
4562,440749,27,14,13
4563,440758,13,1,12
4564,440776,6,1,5
4565,440794,99,32,67
4566,440819,28,13,15
4567,440855,49,3,46
4568,440916,159,60,99
4569,440989,187,156,31
4570,441025,254,98,156
4571,441052,626,149,477
4572,441070,16,6,10
4573,441104,68,13,55
4574,441131,57,15,42
4575,441168,13,0,13
4576,441210,525,204,321
4577,441229,471,207,264
4578,441238,11,6,5
4579,441256,65,1,64
4580,441362,119,12,107
4581,441371,6779,358,6421
4582,441380,149,96,53
4583,441414,166,37,129
4584,441423,215,70,145
4585,441487,42,3,39
4586,441496,41,38,3
4587,441502,168,13,155
4588,441511,154,51,103
4589,441548,47,8,39
4590,441575,225,29,196
4591,441593,18,0,18
4592,441609,23,23,0
4593,441618,14,0,14
4594,441636,176,30,146
4595,441645,100,2,98
4596,441663,238,21,217
4597,441672,52,4,48
4598,441690,38,17,21
4599,441706,23,10,13
4600,441742,481,49,432
4601,441760,664,421,243
4602,441788,151,143,8
4603,441830,71,14,57
4604,441858,186,18,168
4605,441876,95,4,91
4606,441900,597,153,444
4607,441937,2050,731,1319
4608,441982,78,35,43
4609,442064,23,7,16
4610,442073,327,97,230
4611,442134,477,40,437
4612,442161,32,7,25
4613,442213,13,0,13
4614,442240,226,37,189
4615,442295,64,31,33
4616,442329,687,639,48
4617,442356,593,94,499
4618,442383,57,9,48
4619,442392,26,6,20
4620,442426,221,15,206
4621,442435,12,3,9
4622,442523,10,3,7
4623,442569,1830,1093,737
4624,442602,188,18,170
4625,442611,576,553,23
4626,442639,136,106,30
4627,442657,89,12,77
4628,442718,45,4,41
4629,442781,27,7,20
4630,442806,483,251,232
4631,442842,76,18,58
4632,442879,212,23,189
4633,442888,80,65,15
4634,442930,489,218,271
4635,442949,8,0,8
4636,442967,98,11,87
4637,442976,55,7,48
4638,442985,88,20,68
4639,443021,98,77,21
4640,443030,18,5,13
4641,443049,80,52,28
4642,443058,8,4,4
4643,443076,37,17,20
4644,443100,36,14,22
4645,443128,219,101,118
4646,443137,142,26,116
4647,443146,45,35,10
4648,443173,8,0,8
4649,443207,225,215,10
4650,443216,141,123,18
4651,443225,91,80,11
4652,443234,103,9,94
4653,443252,964,797,167
4654,443261,164,13,151
4655,443289,120,16,104
4656,443298,87,78,9
4657,443322,172,21,151
4658,443331,587,122,465
4659,443340,15,9,6
4660,443377,42,41,1
4661,443410,214,155,59
4662,443492,366,154,212
4663,443562,171,38,133
4664,443571,111,98,13
4665,443599,289,17,272
4666,443632,117,90,27
4667,443641,78,2,76
4668,443650,343,103,240
4669,443669,158,11,147
4670,443678,35,3,32
4671,443696,3,0,3
4672,443702,13,9,4
4673,443748,282,26,256
4674,443766,349,78,271
4675,443784,407,131,276
4676,443951,27,13,14
4677,443979,96,0,96
4678,444051,79,8,71
4679,444088,112,20,92
4680,444103,1,1,0
4681,444130,2116,668,1448
4682,444194,105,4,101
4683,444200,100,15,85
4684,444219,974,393,581
4685,444228,13,0,13
4686,444255,43,8,35
4687,444264,150,49,101
4688,444282,21,0,21
4689,444291,34,0,34
4690,444307,27,2,25
4691,444316,56,2,54
4692,444325,17,1,16
4693,444334,31,4,27
4694,444343,56,8,48
4695,444361,87,26,61
4696,444370,34,34,0
4697,444398,28,13,15
4698,444404,20,9,11
4699,444413,19,19,0
4700,444440,21,3,18
4701,444468,5,0,5
4702,444486,189,13,176
4703,444510,41,4,37
4704,444529,87,8,79
4705,444556,285,150,135
4706,444565,165,64,101
4707,444583,414,225,189
4708,444592,90,4,86
4709,444635,50,11,39
4710,444662,70,64,6
4711,444671,108,43,65
4712,444680,32,7,25
4713,444699,10,3,7
4714,444714,44,0,44
4715,444732,23,6,17
4716,444778,12,5,7
4717,444787,235,27,208
4718,444796,93,44,49
4719,444811,50,9,41
4720,444857,56,1,55
4721,444866,96,16,80
4722,444893,187,27,160
4723,444936,280,63,217
4724,444945,371,47,324
4725,444954,974,513,461
4726,445027,2374,791,1583
4727,445054,3,3,0
4728,445133,175,79,96
4729,445188,1533,721,812
4730,445203,247,11,236
4731,445212,119,22,97
4732,445230,507,80,427
4733,445249,166,23,143
4734,445258,188,60,128
4735,445267,760,163,597
4736,445300,13,5,8
4737,445364,378,45,333
4738,445461,249,95,154
4739,445498,17,17,0
4740,445540,30,1,29
4741,445638,64,14,50
4742,445647,120,6,114
4743,445656,143,12,131
4744,445692,83,75,8
4745,445708,562,181,381
4746,445735,734,288,446
4747,445744,197,34,163
4748,445762,63,59,4
4749,445780,16,1,15
4750,445799,593,575,18
4751,445841,104,1,103
4752,445850,69,1,68
4753,445869,98,31,67
4754,445911,367,107,260
4755,445948,784,114,670
4756,445957,164,35,129
4757,446002,10,2,8
4758,446039,6,3,3
4759,446048,252,108,144
4760,446084,93,12,81
4761,446093,102,3,99
4762,446109,121,10,111
4763,446118,227,34,193
4764,446127,170,12,158
4765,446136,496,87,409
4766,446163,5,0,5
4767,446206,14,1,13
4768,446224,16,5,11
4769,446233,46,28,18
4770,446242,68,21,47
4771,446251,45,11,34
4772,446260,377,14,363
4773,446288,52,1,51
4774,446303,124,6,118
4775,446349,28,2,26
4776,446385,44,28,16
4777,446394,7,4,3
4778,446455,21,20,1
4779,446516,8,5,3
4780,446525,127,104,23
4781,446534,26,22,4
4782,446552,734,359,375
4783,446561,464,124,340
4784,446589,149,24,125
4785,446598,33,6,27
4786,446604,383,383,0
4787,446613,4,2,2
4788,446640,817,470,347
4789,446677,14,5,9
4790,446774,724,239,485
4791,446996,39,8,31
4792,447014,145,10,135
4793,447023,704,361,343
4794,447050,92,29,63
4795,447148,80,4,76
4796,447166,31,1,30
4797,447175,15,0,15
4798,447263,360,52,308
4799,447379,265,30,235
4800,447403,242,233,9
4801,447421,19,2,17
4802,447430,50,11,39
4803,447449,32,1,31
4804,447458,122,93,29
4805,447467,169,14,155
4806,447582,213,81,132
4807,447591,411,42,369
4808,447607,448,203,245
4809,447616,407,162,245
4810,447689,1179,476,703
4811,447698,25,6,19
4812,447704,61,1,60
4813,447713,59,12,47
4814,447722,19,2,17
4815,447731,246,18,228
4816,447759,86,20,66
4817,447768,721,148,573
4818,447777,230,127,103
4819,447795,54,8,46
4820,447801,92,33,59
4821,447810,236,14,222
4822,447847,112,96,16
4823,447865,14,8,6
4824,447874,304,297,7
4825,447883,158,27,131
4826,447892,89,12,77
4827,447908,38,3,35
4828,447917,23,1,22
4829,447935,158,3,155
4830,447953,118,59,59
4831,447962,107,21,86
4832,447971,49,2,47
4833,447980,22,3,19
4834,447999,127,29,98
4835,448017,65,3,62
4836,448026,82,2,80
4837,448044,1,1,0
4838,448071,162,19,143
4839,448123,73,10,63
4840,448196,127,12,115
4841,448220,91,2,89
4842,448239,59,2,57
4843,448248,1982,716,1266
4844,448257,30,0,30
4845,448275,22,2,20
4846,448354,59,11,48
4847,448424,48,0,48
4848,448433,613,592,21
4849,448594,696,234,462
4850,448600,160,10,150
4851,448619,202,19,183
4852,448646,163,5,158
4853,448673,841,83,758
4854,448691,70,10,60
4855,448707,41,5,36
4856,448752,44,11,33
4857,448761,24,5,19
4858,448770,135,131,4
4859,448798,47,3,44
4860,448840,1203,442,761
4861,448859,78,76,2
4862,448886,3506,1260,2246
4863,448895,235,38,197
4864,448983,78,9,69
4865,449038,482,200,282
4866,449074,586,69,517
4867,449083,206,204,2
4868,449092,177,177,0
4869,449135,62,31,31
4870,449250,283,55,228
4871,449311,79,1,78
4872,449320,270,265,5
4873,449339,11514,7417,4097
4874,449348,19,8,11
4875,449357,29,3,26
4876,449366,475,31,444
4877,449384,88,56,32
4878,449393,33,18,15
4879,449445,47,8,39
4880,449454,30,10,20
4881,449463,78,28,50
4882,449472,32,3,29
4883,449481,17,3,14
4884,449490,121,24,97
4885,449506,145,22,123
4886,449524,66,19,47
4887,449533,51,11,40
4888,449597,1,0,1
4889,449603,74,43,31
4890,449612,59,27,32
4891,449658,20,20,0
4892,449667,70,14,56
4893,449676,142,63,79
4894,449685,162,12,150
4895,449700,249,41,208
4896,449719,96,11,85
4897,449728,60,0,60
4898,449764,27,12,15
4899,449773,132,40,92
4900,449782,24,0,24
4901,449807,66,0,66
4902,449816,319,148,171
4903,449834,7,6,1
4904,449861,138,11,127
4905,449870,77,40,37
4906,449889,2876,809,2067
4907,449898,328,69,259
4908,449904,43,1,42
4909,449922,63,31,32
4910,449931,238,77,161
4911,449959,116,11,105
4912,449968,147,30,117
4913,449977,87,5,82
4914,449986,146,12,134
4915,449995,86,11,75
4916,450021,138,26,112
4917,450058,348,54,294
4918,450067,190,70,120
4919,450119,100,13,87
4920,450128,264,16,248
4921,450298,56,22,34
4922,450304,35,21,14
4923,450377,177,46,131
4924,450395,85,4,81
4925,450401,286,21,265
4926,450571,326,30,296
4927,450599,26,3,23
4928,450605,43,0,43
4929,450614,46,4,42
4930,450632,74,17,57
4931,450641,113,21,92
4932,450650,177,13,164
4933,450711,25,23,2
4934,450720,315,6,309
4935,450933,7567,4854,2713
4936,450951,112,59,53
4937,450960,62,6,56
4938,450979,2034,1383,651
4939,450988,228,19,209
4940,451006,43,7,36
4941,451042,24,9,15
4942,451051,74,5,69
4943,451079,14,1,13
4944,451097,106,10,96
4945,451103,584,209,375
4946,451121,70,6,64
4947,451149,282,12,270
4948,451158,356,18,338
4949,451167,124,42,82
4950,451194,23,1,22
4951,451228,197,163,34
4952,451237,103,7,96
4953,451255,37,1,36
4954,451264,66,8,58
4955,451282,76,3,73
4956,451291,18,2,16
4957,451307,10,0,10
4958,451316,32,5,27
4959,451334,152,60,92
4960,451343,41,0,41
4961,451352,219,23,196
4962,451370,20,20,0
4963,451398,18,18,0
4964,451404,65,65,0
4965,451413,194,50,144
4966,451459,126,40,86
4967,451468,160,2,158
4968,451477,1005,847,158
4969,451495,33,4,29
4970,451501,338,90,248
4971,451510,202,80,122
4972,451529,26,0,26
4973,451547,12,0,12
4974,451556,740,247,493
4975,451565,88,6,82
4976,451574,87,2,85
4977,451583,368,203,165
4978,451626,51,13,38
4979,451635,32,4,28
4980,451671,566,203,363
4981,451714,129,3,126
4982,451741,121,39,82
4983,451750,374,40,334
4984,451820,106,61,45
4985,451857,196,28,168
4986,451866,155,24,131
4987,451875,31,6,25
4988,451884,23,12,11
4989,451918,52,2,50
4990,451927,57,30,27
4991,452009,31,1,30
4992,452072,83,3,80
4993,452081,330,10,320
4994,452106,17,17,0
4995,452124,174,35,139
4996,452373,109,12,97
4997,452540,1,1,0
4998,452771,31,1,30
4999,452780,34,0,34
5000,452887,94,89,5
5001,452948,189,14,175
5002,453163,721,194,527
5003,453215,140,41,99
5004,453297,9,3,6
5005,453756,127,85,42
5006,453792,52,11,41
5007,454184,113,42,71
5008,454227,11635,1185,10450
5009,454236,179,24,155
5010,454245,227,31,196
5011,454306,157,11,146
5012,454458,32,6,26
5013,454537,51,1,50
5014,454546,25,1,24
5015,454555,93,3,90
5016,454573,41,0,41
5017,454582,78,22,56
5018,454607,180,5,175
5019,454616,73,59,14
5020,454652,59,0,59
5021,454689,117,68,49
5022,454698,307,128,179
5023,454722,27,7,20
5024,454759,13,9,4
5025,454768,154,15,139
5026,454777,164,21,143
5027,454786,153,66,87
5028,454795,151,40,111
5029,454801,50,3,47
5030,454810,985,323,662
5031,454829,1164,178,986
5032,454838,3,0,3
5033,454847,108,18,90
5034,454856,375,57,318
5035,454865,179,35,144
5036,454874,25,0,25
5037,454917,299,32,267
5038,454926,74,2,72
5039,454935,29,0,29
5040,454944,100,15,85
5041,454953,38,0,38
5042,454962,34,0,34
5043,454971,128,13,115
5044,454980,46,2,44
5045,454999,91,2,89
5046,455008,106,14,92
5047,455026,61,58,3
5048,455062,44,2,42
5049,455071,83,18,65
5050,455080,124,15,109
5051,455099,17,12,5
5052,455105,59,0,59
5053,455114,1302,629,673
5054,455141,146,3,143
5055,455178,35,12,23
5056,455187,155,9,146
5057,455196,1036,96,940
5058,455202,362,50,312
5059,455211,129,3,126
5060,455220,71,0,71
5061,455239,19,2,17
5062,455257,66,66,0
5063,455275,195,4,191
5064,455284,100,4,96
5065,455327,58,8,50
5066,455336,90,69,21
5067,455345,4,4,0
5068,455354,175,6,169
5069,455381,136,1,135
5070,455406,136,70,66
5071,455433,68,9,59
5072,455460,123,20,103
5073,455479,236,23,213
5074,455488,213,69,144
5075,455512,352,113,239
5076,455558,68,33,35
5077,455628,234,62,172
5078,455664,659,119,540
5079,455707,30,5,25
5080,455725,420,13,407
5081,455734,196,46,150
5082,455761,197,14,183
5083,455770,22,10,12
5084,455798,54,3,51
5085,455804,58,43,15
5086,455813,20,8,12
5087,455831,213,26,187
5088,455840,90,12,78
5089,455859,178,7,171
5090,455868,161,16,145
5091,455877,101,5,96
5092,455886,83,6,77
5093,455895,159,17,142
5094,455901,78,4,74
5095,455910,58,11,47
5096,455929,25,2,23
5097,455956,38,13,25
5098,455965,101,6,95
5099,455974,153,14,139
5100,455983,110,39,71
5101,455992,174,52,122
5102,456001,60,57,3
5103,456029,97,7,90
5104,456038,523,49,474
5105,456065,75,0,75
5106,456074,86,7,79
5107,456126,47,6,41
5108,456135,39,1,38
5109,456153,50,35,15
5110,456180,40,1,39
5111,456205,331,82,249
5112,456214,223,132,91
5113,456287,46,0,46
5114,456454,180,68,112
5115,456481,44,22,22
5116,456490,29,18,11
5117,456506,85,1,84
5118,456515,90,5,85
5119,456542,189,89,100
5120,456551,76,2,74
5121,456560,50,28,22
5122,456579,349,180,169
5123,456588,21,1,20
5124,456597,96,0,96
5125,456621,31,12,19
5126,456825,88,1,87
5127,456922,241,53,188
5128,456931,226,124,102
5129,456959,84,25,59
5130,456968,215,11,204
5131,456977,68,57,11
5132,457031,28,0,28
5133,457077,187,15,172
5134,457086,124,20,104
5135,457101,148,40,108
5136,457110,142,19,123
5137,457129,320,40,280
5138,457174,93,3,90
5139,457192,30,25,5
5140,457208,114,93,21
5141,457226,4,4,0
5142,457244,40,29,11
5143,457253,38,2,36
5144,457271,5,0,5
5145,457299,132,11,121
5146,457314,61,17,44
5147,457323,210,7,203
5148,457332,16,2,14
5149,457341,98,5,93
5150,457350,9,0,9
5151,457378,147,60,87
5152,457387,111,47,64
5153,457396,57,7,50
5154,457402,14,4,10
5155,457411,130,117,13
5156,457420,122,6,116
5157,457439,32,2,30
5158,457448,89,4,85
5159,457466,12,9,3
5160,457475,57,1,56
5161,457484,33,18,15
5162,457493,15,0,15
5163,457527,93,11,82
5164,457536,211,23,188
5165,457545,76,5,71
5166,457554,7,0,7
5167,457563,152,6,146
5168,457572,64,3,61
5169,457581,129,4,125
5170,457606,75,13,62
5171,457615,19,1,18
5172,457624,27,9,18
5173,457633,99,2,97
5174,457642,47,1,46
5175,457651,35,9,26
5176,457679,11,2,9
5177,457688,60,39,21
5178,457697,17,7,10
5179,457703,19,7,12
5180,457721,23,0,23
5181,457749,85,5,80
5182,457767,191,122,69
5183,457776,78,11,67
5184,457785,86,5,81
5185,457794,101,8,93
5186,457800,196,19,177
5187,457819,434,208,226
5188,457837,145,2,143
5189,457846,48,8,40
5190,457855,40,2,38
5191,457873,270,167,103
5192,457916,70,0,70
5193,457925,12,4,8
5194,457943,46,7,39
5195,457952,120,3,117
5196,457989,15,0,15
5197,457998,30,3,27
5198,458007,22,0,22
5199,458016,102,62,40
5200,458034,34,6,28
5201,458043,73,2,71
5202,458052,32,0,32
5203,458061,49,4,45
5204,458070,239,23,216
5205,458098,63,0,63
5206,458104,67,0,67
5207,458113,6,2,4
5208,458122,32,0,32
5209,458131,95,6,89
5210,458140,31,30,1
5211,458168,51,5,46
5212,458210,1031,202,829
5213,458229,361,74,287
5214,458265,440,134,306
5215,458274,73,5,68
5216,458380,69,10,59
5217,458405,396,184,212
5218,458423,99,10,89
5219,458441,210,26,184
5220,458496,106,45,61
5221,458681,139,43,96
5222,458803,38,0,38
5223,458812,56,0,56
5224,458821,34,0,34
5225,458830,66,3,63
5226,458849,43,3,40
5227,458858,69,5,64
5228,458867,104,6,98
5229,458885,36,8,28
5230,458919,1088,297,791
5231,458955,31,3,28
5232,458964,372,111,261
5233,458973,350,120,230
5234,458982,158,83,75
5235,459000,38,3,35
5236,459019,20,0,20
5237,459046,24,1,23
5238,459055,45,2,43
5239,459064,57,3,54
5240,459116,62,6,56
5241,459125,8,0,8
5242,459161,65,16,49
5243,459170,183,12,171
5244,459189,113,2,111
5245,459198,134,21,113
5246,459204,1493,267,1226
5247,459213,1080,181,899
5248,459231,92,3,89
5249,459259,180,30,150
5250,459268,144,31,113
5251,459277,268,13,255
5252,459286,102,15,87
5253,459295,61,4,57
5254,459301,52,2,50
5255,459310,16,4,12
5256,459329,176,76,100
5257,459347,31,1,30
5258,459374,113,2,111
5259,459392,85,2,83
5260,459408,51,4,47
5261,459417,46,33,13
5262,459426,99,2,97
5263,459462,161,142,19
5264,459499,28,2,26
5265,459514,103,17,86
5266,459523,22,4,18
5267,459532,41,0,41
5268,459541,12,0,12
5269,459550,70,2,68
5270,459578,50,17,33
5271,459727,691,209,482
5272,459736,455,179,276
5273,459745,75,8,67
5274,459824,486,197,289
5275,459842,96,19,77
5276,459851,99,25,74
5277,459949,1662,623,1039
5278,459958,245,46,199
5279,459967,328,107,221
5280,459985,389,174,215
5281,459994,1854,730,1124
5282,460011,84,3,81
5283,460020,159,34,125
5284,460075,31,20,11
5285,460093,85,1,84
5286,460109,108,3,105
5287,460118,112,4,108
5288,460127,76,3,73
5289,460136,739,90,649
5290,460145,178,97,81
5291,460172,403,380,23
5292,460181,454,55,399
5293,460190,291,25,266
5294,460206,443,69,374
5295,460349,391,119,272
5296,460376,131,70,61
5297,460385,14,1,13
5298,460394,1526,702,824
5299,460446,105,3,102
5300,460455,61,13,48
5301,460464,1176,524,652
5302,460482,66,3,63
5303,460516,56,1,55
5304,460525,79,7,72
5305,460534,121,3,118
5306,460543,620,590,30
5307,460552,47,17,30
5308,460570,116,8,108
5309,460598,170,25,145
5310,460677,269,78,191
5311,460701,77,7,70
5312,460738,1023,105,918
5313,460756,240,28,212
5314,460765,19,0,19
5315,460783,165,12,153
5316,460808,22,1,21
5317,460817,364,259,105
5318,460826,270,145,125
5319,460835,351,124,227
5320,460862,84,2,82
5321,460871,136,14,122
5322,460899,46,16,30
5323,460914,254,1,253
5324,460932,72,2,70
5325,460969,154,18,136
5326,460978,126,2,124
5327,460987,78,0,78
5328,460996,98,3,95
5329,461005,134,14,120
5330,461014,393,28,365
5331,461023,208,18,190
5332,461032,46,23,23
5333,461111,16,12,4
5334,461120,15,10,5
5335,461139,12,5,7
5336,461148,782,389,393
5337,461157,7,7,0
5338,461175,269,31,238
5339,461193,155,6,149
5340,461218,158,22,136
5341,461245,113,40,73
5342,461254,48,11,37
5343,461263,15,1,14
5344,461272,32,0,32
5345,461281,26,0,26
5346,461290,43,3,40
5347,461306,23,7,16
5348,461315,7,3,4
5349,461324,353,120,233
5350,461333,14,12,2
5351,461342,72,0,72
5352,461351,1215,312,903
5353,461379,33,6,27
5354,461388,24,1,23
5355,461412,109,34,75
5356,461421,117,4,113
5357,461430,443,416,27
5358,461485,19,13,6
5359,461494,85,14,71
5360,461500,17,2,15
5361,461528,25,13,12
5362,461537,15,2,13
5363,461555,91,2,89
5364,461573,61,58,3
5365,461582,103,0,103
5366,461591,69,5,64
5367,461607,55,4,51
5368,461625,4,4,0
5369,461643,38,2,36
5370,461652,43,2,41
5371,461689,239,14,225
5372,461704,108,17,91
5373,461713,44,1,43
5374,461722,26,0,26
5375,461740,10,9,1
5376,461759,17,6,11
5377,461768,194,5,189
5378,461786,17,0,17
5379,461795,172,109,63
5380,461810,31,4,27
5381,461829,171,21,150
5382,461838,174,2,172
5383,461847,19,19,0
5384,461856,261,91,170
5385,461865,58,3,55
5386,461874,40,3,37
5387,461883,71,33,38
5388,461892,142,13,129
5389,461908,54,1,53
5390,461917,60,1,59
5391,461926,81,0,81
5392,461944,30,0,30
5393,461953,28,0,28
5394,461962,308,126,182
5395,461999,36,2,34
5396,462008,128,20,108
5397,462017,56,4,52
5398,462035,263,81,182
5399,462044,11,2,9
5400,462053,80,8,72
5401,462062,71,0,71
5402,462071,78,22,56
5403,462336,50,2,48
5404,462345,50,2,48
5405,462354,91,56,35
5406,464226,54,24,30
5407,465812,1116,195,921
5408,466152,18,5,13
5409,466161,45,7,38
5410,466189,23,8,15
5411,466921,162,16,146
5412,466930,320,42,278
5413,467094,221,6,215
5414,467863,103,11,92
5415,467872,87,0,87
5416,467906,64,3,61
5417,468024,101,22,79
5418,468246,115,6,109
5419,468255,25,1,24
5420,468705,21,4,17
5421,468769,80,73,7
5422,468848,293,124,169
5423,468893,76,2,74
5424,468909,429,137,292
5425,468963,463,450,13
5426,469416,101,42,59
5427,469610,93,10,83
5428,469629,121,114,7
5429,469638,257,114,143
5430,469911,175,9,166
5431,469920,106,5,101
5432,469957,148,7,141
5433,470038,398,131,267
5434,470047,33,6,27
5435,470296,11,4,7
5436,470393,36,8,28
5437,474863,724,228,496
5438,474890,133,37,96
5439,474906,29,5,24
5440,474915,192,8,184
5441,474924,78,1,77
5442,475015,107,2,105
5443,475024,172,69,103
5444,475033,1181,298,883
5445,475060,182,14,168
5446,475097,118,62,56
5447,475121,2261,351,1910
5448,475130,61,1,60
5449,475200,90,27,63
5450,475228,15,7,8
5451,475273,321,67,254
5452,475282,47,12,35
5453,475325,286,38,248
5454,475398,60,30,30
5455,475404,108,1,107
5456,475413,25,3,22
5457,475422,63,0,63
5458,475431,173,21,152
5459,475459,376,171,205
5460,475468,118,2,116
5461,475477,77,13,64
5462,475486,143,11,132
5463,475495,225,88,137
5464,475510,38,3,35
5465,475538,15,0,15
5466,475547,86,20,66
5467,475556,69,3,66
5468,475565,221,76,145
5469,475574,31,16,15
5470,475608,40,29,11
5471,475635,3,1,2
5472,475653,21,2,19
5473,475662,58,1,57
5474,475705,11,4,7
5475,475714,329,266,63
5476,475723,192,81,111
5477,475732,331,28,303
5478,475741,63,6,57
5479,475750,21,3,18
5480,475839,55,15,40
5481,476063,165,158,7
5482,476179,44,0,44
5483,476230,34,2,32
5484,476294,68,10,58
5485,476355,66,37,29
5486,476489,80,69,11
5487,476498,121,97,24
5488,476513,46,3,43
5489,476540,86,3,83
5490,476559,76,5,71
5491,476568,21,15,6
5492,476586,93,3,90
5493,476595,42,3,39
5494,476601,16,16,0
5495,476610,53,40,13
5496,476629,49,0,49
5497,476674,23,1,22
5498,476683,180,12,168
5499,476692,6,6,0
5500,476708,69,55,14
5501,476717,53,53,0
5502,476726,475,93,382
5503,476735,40,15,25
5504,476753,102,4,98
5505,476771,13,10,3
5506,476780,237,24,213
5507,476799,100,23,77
5508,476805,22,0,22
5509,476814,234,194,40
5510,476823,74,5,69
5511,476841,100,7,93
5512,476850,44,34,10
5513,476869,95,0,95
5514,476878,98,4,94
5515,476887,246,6,240
5516,476896,34,2,32
5517,476902,25,3,22
5518,476939,429,50,379
5519,476948,108,88,20
5520,476957,17,0,17
5521,476966,111,103,8
5522,476975,3600,1485,2115
5523,476984,81,5,76
5524,476993,179,1,178
5525,477002,45,0,45
5526,477039,160,26,134
5527,477950,27,0,27
5528,477996,19,4,15
5529,478014,27,10,17
5530,478582,39,1,38
5531,478591,110,7,103
5532,478616,39,2,37
5533,478634,85,55,30
5534,478661,95,23,72
5535,478917,34,1,33
5536,478953,121,9,112
5537,479062,43,43,0
5538,479248,154,38,116
5539,479424,128,16,112
5540,479956,4088,2102,1986
5541,479965,68,20,48
5542,479974,46,12,34
5543,479983,43,5,38
5544,479992,78,73,5
5545,480000,32,23,9
5546,480019,769,719,50
5547,480028,108,89,19
5548,480037,1455,1187,268
5549,480073,80,17,63
5550,480082,75,14,61
5551,480091,919,95,824
5552,480125,223,9,214
5553,480161,14,0,14
5554,480170,83,5,78
5555,480189,211,95,116
5556,480198,197,58,139
5557,480204,282,52,230
5558,480301,26,7,19
5559,480310,34,2,32
5560,480347,43,1,42
5561,480471,348,76,272
5562,480499,6,3,3
5563,480523,57,2,55
5564,480532,66,0,66
5565,480550,71,11,60
5566,480569,831,406,425
5567,480657,180,21,159
5568,480693,110,30,80
5569,480727,24,24,0
5570,480736,39,28,11
5571,480781,40,27,13
5572,480790,170,85,85
5573,480824,42,3,39
5574,480833,354,34,320
5575,480842,8,3,5
5576,480851,75,44,31
5577,480879,27,4,23
5578,480888,252,66,186
5579,480903,650,599,51
5580,480912,3,0,3
5581,480921,30,22,8
5582,480930,56,0,56
5583,480967,47,15,32
5584,480976,16,0,16
5585,480985,29,0,29
5586,480994,19,1,18
5587,481003,213,179,34
5588,481021,26,18,8
5589,481049,28,3,25
5590,481058,25,9,16
5591,481085,78,14,64
5592,481094,92,9,83
5593,481100,168,57,111
5594,481128,86,4,82
5595,481137,18,9,9
5596,481146,159,4,155
5597,481155,141,41,100
5598,481182,34,5,29
5599,481191,296,92,204
5600,481207,81,21,60
5601,481225,1,0,1
5602,481243,157,0,157
5603,481252,31,2,29
5604,481289,76,12,64
5605,481298,37,2,35
5606,481313,99,2,97
5607,481322,13,1,12
5608,481331,132,106,26
5609,481340,38,1,37
5610,481368,61,2,59
5611,481386,68,3,65
5612,481401,61,46,15
5613,481410,11,11,0
5614,481429,47,8,39
5615,481438,7,7,0
5616,481447,29,2,27
5617,481456,14,1,13
5618,481465,51,2,49
5619,481474,95,0,95
5620,481483,308,5,303
5621,481508,63,4,59
5622,481517,59,3,56
5623,481526,121,0,121
5624,481544,35,20,15
5625,481571,2,0,2
5626,481678,32,2,30
5627,481720,61,16,45
5628,481739,34,1,33
5629,481748,55,0,55
5630,481845,35,3,32
5631,481863,76,2,74
5632,481890,68,4,64
5633,481906,99,6,93
5634,481960,125,73,52
5635,482015,469,296,173
5636,482060,154,13,141
5637,482097,402,260,142
5638,482149,2199,709,1490
5639,482158,1267,506,761
5640,482167,51,0,51
5641,482176,117,8,109
5642,482185,15,8,7
5643,482194,92,16,76
5644,482200,29,2,27
5645,482228,18,13,5
5646,482246,33,31,2
5647,482255,147,136,11
5648,482291,641,274,367
5649,482325,9,3,6
5650,482334,3,0,3
5651,482370,59,9,50
5652,482413,426,244,182
5653,482422,186,107,79
5654,482431,819,488,331
5655,482440,61,26,35
5656,482459,298,155,143
5657,482468,366,160,206
5658,482477,5056,1948,3108
5659,482486,27,8,19
5660,482538,55,32,23
5661,482547,43,25,18
5662,482556,154,105,49
5663,482565,61,25,36
5664,482574,238,140,98
5665,482608,102,45,57
5666,482617,19,12,7
5667,482635,217,133,84
5668,482653,135,78,57
5669,482680,3077,1176,1901
5670,482699,357,93,264
5671,482705,3474,1420,2054
5672,482936,245,205,40
5673,482963,168,14,154
5674,482972,104,12,92
5675,482981,99,79,20
5676,482990,230,25,205
5677,483009,116,18,98
5678,483018,22,6,16
5679,483036,783,306,477
5680,483045,4154,1834,2320
5681,483054,61,48,13
5682,483106,111,10,101
5683,483124,8146,2727,5419
5684,483212,1055,496,559
5685,483230,156,150,6
5686,483258,28,23,5
5687,483276,28,24,4
5688,483328,92,8,84
5689,483337,77,4,73
5690,483346,34,2,32
5691,483355,145,3,142
5692,483364,115,1,114
5693,483373,28,0,28
5694,483382,226,224,2
5695,483425,23,0,23
5696,483443,411,358,53
5697,483470,47,4,43
5698,483504,197,59,138
5699,483513,35,23,12
5700,483559,20,2,18
5701,483577,22,1,21
5702,483586,7,4,3
5703,483595,28,4,24
